m01oak00001CC	AT5G62080
m01oak15586cC	AT5G23870
m01oak15589Ct	AT5G02410
m01oak15604Ci	AT3G61800
m01oak15613CC	AT3G03210
m01oak15614cT	AT2G28330
m01oak15624Jm	AT4G19440
m01oak15637cC	AT2G40190
m01oak15640CI	AT3G48900
m01oak15645cC	AT3G18750
m01oak15648CC	AT1G80180
m01oak15652CC	AT1G20140
m01oak15655CC	AT2G30990
m01oak15656jT	AT1G73850
m01oak15658Cz	AT4G01790
m01oak15660Ct	AT2G20820
m01oak15661Cf	AT5G05570
m01oak15684Ct	AT2G25735
m01oak15695cC	AT1G42550
m01oak15702CF	AT5G64210
m01oak15709cC	AT2G26790
m01oak15711cF	AT2G48030
m01oak15713cF	AT5G53080
m01oak15718CC	AT5G15330
m01oak15722CC	AT2G38310
m01oak15726CC	AT1G04860
m01oak15730cC	AT5G03620
m01oak15731cC	AT4G09140
m01oak15733CC	AT1G29630
m01oak15734cC	AT2G27690
m01oak15736jC	AT3G12180
m01oak15743CC	AT3G03300
m01oak15746CC	AT3G23160
m01oak15748CT	AT3G12080
m01oak15751CC	AT4G30510
m01oak15752cC	AT4G22990
m01oak15757cC	AT5G28150
m01oak15759CF	AT1G19140
m01oak15760cF	AT1G58520
m01oak15763cC	AT5G02320
m01oak15765cf	AT1G13790
m01oak15769jC	AT1G06520
m01oak15771cT	AT2G44850
m01oak15772Ct	AT1G21790
m01oak15774cf	AT1G15720
m01oak15779cC	AT2G06025
m01oak15785cF	AT4G24175
m01oak15788cf	AT3G11420
m01oak15789CF	AT5G41920
m01oak15795CC	AT1G19720
m01oak15798JC	AT5G04360
m01oak15802CC	AT2G28200
m01oak15805cm	ATCG00180
m01oak15805cm	ATCG00160
m01oak15805cm	ATCG00140
m01oak15810cC	AT4G11650
m01oak15812Jt	AT1G77420
m01oak15821cF	AT1G08460
m01oak15832cC	AT1G76060
m01oak15834cC	AT3G09430
m01oak15836cC	AT5G06240
m01oak15839jC	AT5G45290
m01oak15851CC	AT1G48120
m01oak15852cf	AT1G01920
m01oak15853cF	AT3G27960
m01oak15854cc	AT2G23093
m01oak15860CC	AT1G02960
m01oak15862cT	AT5G03790
m01oak15865cC	AT3G58800
m01oak15866CC	AT1G70820
m01oak15874cC	AT5G66600
m01oak15885cC	AT1G31830
m01oak15887cC	AT1G34380
m01oak15892cC	AT1G28690
m01oak15893cC	AT3G03440
m01oak15903cC	AT5G01630
m01oak15904Cc	AT2G46560
m01oak15907cC	AT1G74680
m01oak15921cF	AT2G35290
m01oak15925CC	AT5G55500
m01oak15931jC	AT4G16570
m01oak15936CT	AT2G31580
m01oak15939CC	AT2G28940
m01oak15945CC	AT3G17030
m01oak15947cC	AT1G03560
m01oak15952CC	AT3G21610
m01oak15956CC	AT5G58530
m01oak15961cC	AT1G27920
m01oak15962JC	AT3G54320
m01oak15966jC	AT1G08760
m01oak15969cf	AT5G11030
m01oak15972JT	AT5G05560
m01oak15974JC	AT1G56590
m01oak15976CF	AT2G02450
m01oak15977cC	AT3G12940
m01oak15982cC	AT5G04520
m01oak15984CC	AT3G63340
m01oak15992CC	AT1G28250
m01oak15993cC	AT5G18525
m01oak15995cC	AT3G28050
m01oak15998CC	AT3G13682
m01oak16000cC	AT1G76340
m01oak16002cF	AT4G21580
m01oak16007cF	AT5G23110
m01oak16008CC	AT2G32250
m01oak16009CC	AT5G45500
m01oak16013CC	AT2G15620
m01oak16016cF	AT1G13770
m01oak16018Cc	AT1G01220
m01oak16022Cm	ATCG00780
m01oak16025cC	AT2G04540
m01oak16026cC	AT4G32280
m01oak16027cC	AT5G37570
m01oak16029CC	AT3G05470
m01oak16047CC	AT3G20015
m01oak16048CC	AT5G22380
m01oak16062cC	AT1G13310
m01oak16066CC	AT4G36380
m01oak16068CC	AT4G17350
m01oak16081cF	AT4G21530
m01oak16093CC	AT5G12300
m01oak16096CC	AT2G15730
m01oak16100cC	AT5G04930
m01oak16105Cz	AT4G30000
m01oak16113cT	AT4G12540
m01oak16118CC	AT1G07745
m01oak16123cM	AT3G48190
m01oak16132CC	AT1G60500
m01oak16135cF	AT4G11270
m01oak16138JC	AT1G21651
m01oak16139CF	AT5G01030
m01oak16144CC	AT5G10750
m01oak16147cC	AT3G23360
m01oak16152jC	AT3G58760
m01oak16154CC	AT5G61865
m01oak16159Ct	AT5G52950
m01oak16161CC	AT3G09110
m01oak16163CC	AT4G24020
m01oak16165cC	AT1G29750
m01oak16175cF	AT3G03305
m01oak16190CC	AT5G50110
m01oak16192CC	AT1G25360
m01oak16193cc	AT4G29860
m01oak16208CC	AT1G80310
m01oak16209cC	AT2G47020
m01oak16214Cz	AT2G21385
m01oak16220Ct	AT5G45950
m01oak16230CC	AT1G27600
m01oak16232CT	AT4G09350
m01oak16236cC	AT1G19690
m01oak16239cF	AT4G14385
m01oak16243cC	AT2G01480
m01oak16248CC	AT3G13600
m01oak16253CT	AT4G38440
m01oak16259CC	AT4G14465
m01oak16264cC	AT1G49880
m01oak16266CC	AT5G48340
m01oak16271CF	AT5G44370
m01oak16273cC	AT4G25434
m01oak16275cf	AT1G33390
m01oak16279jC	AT1G02020
m01oak16286cC	AT5G54180
m01oak16289cT	AT3G21630
m01oak16290CC	AT2G15580
m01oak16299sC	AT5G49410
m01oak16302jC	AT1G45231
m01oak16303cC	AT3G15120
m01oak16304Cz	AT2G28605
m01oak16308cC	AT5G51920
m01oak16313CC	AT5G62720
m01oak16315JC	AT1G28210
m01oak16323CC	AT5G60870
m01oak16325jm	AT4G01860
m01oak16328Cf	AT1G71210
m01oak16332Cf	AT1G10910
m01oak16334CC	AT4G35070
m01oak16336cC	AT5G07610
m01oak16348CF	AT3G47850
m01oak16352Cz	AT5G48660
m01oak16368CC	AT1G02420
m01oak16369cC	AT1G30090
m01oak16372CC	AT1G34270
m01oak16376cC	AT4G20900
m01oak16379CC	AT3G26540
m01oak16382CC	AT1G55160
m01oak16383cC	AT2G26650
m01oak16385cC	AT1G12550
m01oak16389CC	AT2G31930
m01oak16390cc	AT2G21710
m01oak16394cC	AT1G28390
m01oak16397CT	AT5G57850
m01oak16402cC	AT5G63830
m01oak16404CC	AT2G48010
m01oak16419CC	AT2G39705
m01oak16421CC	AT3G09770
m01oak16426cF	AT2G47300
m01oak16427cF	AT3G19020
m01oak16431cC	AT2G42940
m01oak16432CC	AT4G34360
m01oak16434cC	AT3G24030
m01oak16440CC	AT1G80570
m01oak16446cC	AT3G54390
m01oak16449cC	AT4G25810
m01oak16452cC	AT4G27010
m01oak16456cC	AT1G64380
m01oak16461cc	AT2G45770
m01oak16467cC	AT2G41890
m01oak16495cf	AT5G67610
m01oak16505Ct	AT5G06590
m01oak16508Ct	AT5G07400
m01oak16512cC	AT3G07360
m01oak16514cC	AT5G65660
m01oak16515cC	AT4G21380
m01oak16517CC	AT3G52900
m01oak16524cC	AT1G80010
m01oak16526CT	AT1G65950
m01oak16529CC	AT5G09840
m01oak16532cC	AT1G08980
m01oak16534CC	AT5G04620
m01oak16536CC	AT3G10620
m01oak16537cC	AT5G10620
m01oak16541Ct	AT3G29010
m01oak16549CC	AT3G19870
m01oak16550Jt	AT3G55080
m01oak16551CC	AT5G04820
m01oak16555cC	AT2G35100
m01oak16556cC	AT1G80870
m01oak16558JC	AT5G38640
m01oak16567cC	AT1G75820
m01oak16570cC	AT5G64010
m01oak16572cC	AT4G28480
m01oak16580Cf	AT5G53890
m01oak16581cC	AT1G68810
m01oak16583Cf	AT4G30990
m01oak16585cT	AT2G15320
m01oak16589cC	AT1G18485
m01oak16598cC	AT2G41120
m01oak16599CM	AT1G54380
m01oak16602cC	AT3G22220
m01oak16605CC	AT3G13890
m01oak16608cC	AT1G07120
m01oak16610Ci	AT4G13330
m01oak16613CT	AT3G11920
m01oak16616jf	AT1G69580
m01oak16619CC	AT1G52530
m01oak16620cm	AT1G76920
m01oak16626cF	AT5G02130
m01oak16627cC	AT3G10040
m01oak16632CC	AT5G58210
m01oak16633CC	AT5G28530
m01oak16636CC	AT1G32690
m01oak16642jC	AT3G44820
m01oak16643Cz	AT1G21370
m01oak16649cC	AT2G28320
m01oak16656cf	AT5G46850
m01oak16657cC	AT5G63040
m01oak16658cC	AT1G52640
m01oak16660Ci	AT1G31920
m01oak16662CC	AT3G23410
m01oak16664CT	AT1G77230
m01oak16670CC	AT5G28490
m01oak16671cC	AT1G70150
m01oak16681jC	AT2G21860
m01oak16684Cc	AT2G30070
m01oak16689CC	AT5G24670
m01oak16690cC	AT2G14820
m01oak16693Cf	AT1G73380
m01oak16698cC	AT5G50280
m01oak16699CC	AT3G25130
m01oak16701Ci	AT2G41830
m01oak16704CT	AT4G13030
m01oak16708cC	AT5G19460
m01oak16717CT	AT4G00390
m01oak16721JC	AT5G66130
m01oak16732cC	AT2G27060
m01oak16734cC	AT2G16730
m01oak16742cC	AT1G08960
m01oak16744cC	AT1G02640
m01oak16745cC	AT2G32970
m01oak16754cC	AT3G14900
m01oak16755CC	AT5G56550
m01oak16756CC	AT5G46570
m01oak16772cC	AT2G23690
m01oak16775CC	AT1G07090
m01oak16786Ct	AT3G58590
m01oak16805CC	AT2G04790
m01oak16810Ct	AT5G06530
m01oak16814CC	AT5G40470
m01oak16825JC	AT4G02210
m01oak16826CC	AT5G04895
m01oak16828Ct	AT1G02060
m01oak16841cC	AT1G78810
m01oak16857CC	AT2G33385
m01oak16859JC	AT5G61480
m01oak16870cf	AT2G26070
m01oak16880CT	AT5G44000
m01oak16883cC	AT1G03790
m01oak16884cc	AT5G66870
m01oak16886CF	AT1G43850
m01oak16888Ci	AT1G67120
m01oak16891CC	AT1G03390
m01oak16893cC	AT2G40980
m01oak16898CC	AT4G03600
m01oak16899Ci	AT5G12330
m01oak16904cf	AT2G46890
m01oak16909ct	AT3G17600
m01oak16915Cc	AT3G24460
m01oak16919cC	AT5G06839
m01oak16922cC	AT1G74790
m01oak16924cC	AT4G30825
m01oak16925Cc	AT5G43920
m01oak16928CC	AT4G22320
m01oak16945cM	AT5G54850
m01oak16945cM	AT4G21780
m01oak16950cC	AT3G63270
m01oak16952cC	AT2G31340
m01oak16961cC	AT4G29530
m01oak16963Cz	AT4G38020
m01oak16966cC	AT5G24830
m01oak16967cC	AT5G17400
m01oak16971cC	AT2G45700
m01oak16977cC	AT1G09960
m01oak16978cI	AT3G57570
m01oak16980cC	AT5G17630
m01oak16982CC	AT1G49820
m01oak16988cC	AT5G42830
m01oak16993CC	AT2G26470
m01oak17001CC	AT2G33310
m01oak17002CC	AT2G41870
m01oak17003cF	AT5G45650
m01oak17005cC	AT2G22140
m01oak17009cC	AT3G59520
m01oak17010cf	AT2G20320
m01oak17015CC	AT1G80530
m01oak17020cC	AT3G01360
m01oak17023Cc	AT5G60720
m01oak17027CC	AT3G05725
m01oak17028cC	AT3G43920
m01oak17034jF	AT1G35660
m01oak17036CC	AT3G27120
m01oak17042CC	AT3G54200
m01oak17068CC	AT5G13640
m01oak17071cC	AT3G19630
m01oak17073cc	AT1G80290
m01oak17080CC	AT1G10150
m01oak17081CC	AT4G02405
m01oak17088CC	AT5G22860
m01oak17096CC	AT4G18400
m01oak17097cF	AT2G46240
m01oak17098cC	AT1G02860
m01oak17099CC	AT1G28100
m01oak17109CC	AT2G35540
m01oak17111Ct	AT2G27035
m01oak17112CC	AT1G13130
m01oak17113cc	AT3G20395
m01oak17120jC	AT4G32060
m01oak17122cC	AT1G79740
m01oak17125jC	AT5G23200
m01oak17126Cc	AT5G27270
m01oak17127cC	AT4G37810
m01oak17133CC	AT3G29180
m01oak17135ct	AT2G38760
m01oak17137CT	AT1G55910
m01oak17145cC	AT2G36270
m01oak17147cC	AT4G34310
m01oak17148JC	AT5G01830
m01oak17150cC	AT2G30690
m01oak17157cC	AT3G23200
m01oak17175CC	AT5G41800
m01oak17176cF	AT1G19100
m01oak17185cC	AT2G01730
m01oak17186jC	AT2G26520
m01oak17188cM	AT4G24910
m01oak17197CC	AT1G77860
m01oak17198CF	AT5G40390
m01oak17205CC	AT4G11090
m01oak17208cC	AT2G22560
m01oak17215cT	AT3G59080
m01oak17225CC	AT1G66080
m01oak17226cT	AT2G04740
m01oak17234cC	AT3G08970
m01oak17236CC	AT1G23710
m01oak17241CC	AT1G15060
m01oak17248cC	AT3G52030
m01oak17251Cc	AT4G20270
m01oak17252cf	AT4G22790
m01oak17266cf	AT5G02440
m01oak17267Ci	AT3G50380
m01oak17276cC	AT5G05930
m01oak17280cC	AT4G10150
m01oak17288CC	AT4G08330
m01oak17291CC	AT1G04390
m01oak17292sf	AT3G25805
m01oak17293cF	AT5G39590
m01oak17306cC	AT2G17270
m01oak17314cC	AT4G21540
m01oak17318cC	AT4G36790
m01oak17322cC	AT4G39380
m01oak17325CC	AT1G11710
m01oak17328cF	AT3G21290
m01oak17336CC	AT3G21720
m01oak17341CC	AT3G06780
m01oak17344cC	AT3G27970
m01oak17349CC	AT5G42630
m01oak17360CF	AT5G66810
m01oak17365JT	AT5G38210
m01oak17371CC	AT1G27760
m01oak17374JC	AT3G56690
m01oak17379cT	AT1G62330
m01oak17382cC	AT5G05480
m01oak17384cC	AT2G20410
m01oak17387JC	ATCG00120
m01oak17393CC	AT3G03430
m01oak17404ST	AT3G62040
m01oak17410CC	AT3G25560
m01oak17415cF	AT3G54350
m01oak17425CC	AT1G80660
m01oak17427CF	AT3G53320
m01oak17432CC	AT1G51220
m01oak17434cF	AT4G20140
m01oak17436cC	AT4G13400
m01oak17441CF	AT1G03170
m01oak17443ct	AT4G38380
m01oak17446CT	AT1G79080
m01oak17447CC	AT3G23000
m01oak17449cf	AT2G32500
m01oak17451cC	AT3G45740
m01oak17458Ct	AT2G20725
m01oak17465CC	AT1G13635
m01oak17470Cf	AT3G58130
m01oak17475CC	AT1G01880
m01oak17481jC	AT3G09760
m01oak17483cF	AT2G02400
m01oak17485CC	AT1G70570
m01oak17487cC	AT3G09220
m01oak17498Jt	AT3G59410
m01oak17501CC	AT4G16765
m01oak17502CC	AT5G11390
m01oak17508cC	AT2G06000
m01oak17511cC	AT5G25490
m01oak17521cC	AT5G08310
m01oak17526cC	AT1G75100
m01oak17529CC	AT5G02010
m01oak17532ci	AT5G42440
m01oak17534CC	AT5G02860
m01oak17549CC	AT2G13100
m01oak17550sC	AT5G47635
m01oak17552CC	AT5G37660
m01oak17554jC	AT1G79820
m01oak17559CC	AT5G61340
m01oak17560JC	AT5G37060
m01oak17566jC	AT5G64520
m01oak17569CC	AT1G80080
m01oak17575cC	AT2G25890
m01oak17579JC	AT4G18130
m01oak17589cC	AT1G58370
m01oak17591cC	AT3G52155
m01oak17593JC	AT1G25500
m01oak17595cF	AT1G47790
m01oak17604CC	AT4G31010
m01oak17607cI	AT1G08860
m01oak17609cC	AT1G23550
m01oak17612cF	AT3G23740
m01oak17629CC	AT4G40080
m01oak17634cT	AT2G46100
m01oak17638cC	AT1G55915
m01oak17645CC	AT1G14770
m01oak17647cC	AT1G22990
m01oak17653Cf	AT1G26330
m01oak17654cC	AT3G50710
m01oak17655cT	AT1G45160
m01oak17658CT	AT5G43820
m01oak17659Cz	AT5G66450
m01oak17667cC	AT1G09320
m01oak17668cf	AT1G50440
m01oak17674cC	AT2G06510
m01oak17677CC	AT5G50930
m01oak17682CC	AT5G56930
m01oak17686Cz	AT5G24170
m01oak17692Jc	AT1G48880
m01oak17696cC	AT1G68470
m01oak17697CC	AT3G49645
m01oak17698CC	AT5G16320
m01oak17703CC	AT2G17550
m01oak17704CF	AT1G74590
m01oak17705Cc	AT5G45610
m01oak17706CC	AT4G16330
m01oak17708cC	AT4G21870
m01oak17713CC	AT1G76040
m01oak17720CC	AT1G79810
m01oak17721cc	AT5G52545
m01oak17726cC	AT4G25980
m01oak17727cf	AT4G04960
m01oak17728CC	AT5G60190
m01oak17729CC	AT3G15920
m01oak17730cT	AT2G15820
m01oak17733CC	AT1G47720
m01oak17736CC	AT5G61400
m01oak17740sC	AT4G36610
m01oak17746cf	AT3G27340
m01oak17756cC	AT3G14440
m01oak17757Cc	AT5G20220
m01oak17762cC	AT3G59550
m01oak17770cM	AT5G12200
m01oak17770cM	AT5G19473
m01oak17776cC	AT1G23360
m01oak17777CC	AT4G30845
m01oak17781CT	AT1G26760
m01oak17782cC	AT5G10060
m01oak17787cC	AT3G02065
m01oak17795cC	AT4G13510
m01oak17807CC	AT3G60680
m01oak17816cC	AT3G10600
m01oak17817cT	AT2G21370
m01oak17819cM	AT5G61930
m01oak17825cC	AT5G03150
m01oak17833JT	AT1G74800
m01oak17855cT	AT5G09580
m01oak17859JC	AT4G11450
m01oak17865CC	AT5G42250
m01oak17875cF	AT1G31410
m01oak17892cC	AT5G51350
m01oak17899CC	AT3G23370
m01oak17905CF	AT4G00340
m01oak17910CC	AT5G37710
m01oak17912CC	AT5G62970
m01oak17921CC	AT4G33360
m01oak17934jT	AT1G01760
m01oak17939cT	AT3G09230
m01oak17945cC	AT5G60250
m01oak17948cC	AT5G17370
m01oak17954cC	AT5G44070
m01oak17959cC	AT1G80550
m01oak17964cF	AT5G16520
m01oak17975Ct	AT1G31600
m01oak17979Cf	AT4G35740
m01oak17980cf	AT1G61560
m01oak17988cC	AT3G07130
m01oak17989Ci	AT2G39920
m01oak17992CT	AT5G17240
m01oak17995cf	AT2G44740
m01oak17996Cc	AT5G41270
m01oak18009Cz	AT3G62620
m01oak18011cC	AT4G35987
m01oak18014jC	AT3G60850
m01oak18019cC	AT1G47410
m01oak18020cC	AT3G14280
m01oak18021CT	AT4G32700
m01oak18023cF	AT3G28370
m01oak18026CM	ATCG00680
m01oak18028Ci	AT1G74900
m01oak18034cC	AT3G61360
m01oak18041CC	AT1G01340
m01oak18043cF	AT3G16565
m01oak18058CC	AT3G44610
m01oak18063CF	AT2G25140
m01oak18064CC	AT2G15690
m01oak18091CC	AT5G62170
m01oak18097cC	AT1G23390
m01oak18099CC	AT4G05150
m01oak18107cC	AT4G18210
m01oak18111cc	AT3G18110
m01oak18113cC	AT3G44380
m01oak18118cC	AT5G61120
m01oak18123Ci	AT4G13750
m01oak18128CC	AT2G39020
m01oak18132cC	AT3G18770
m01oak18139cC	AT5G55590
m01oak18145cC	AT4G21350
m01oak18157cC	AT1G24470
m01oak18159cT	AT1G29760
m01oak18172cC	AT4G31020
m01oak18186CC	AT1G76280
m01oak18190cC	AT5G43670
m01oak18194cC	AT4G05430
m01oak18195cC	AT5G11530
m01oak18215cF	AT5G18475
m01oak18217CC	AT4G12730
m01oak18218cf	AT5G60970
m01oak18228cc	AT1G14140
m01oak18236cC	AT1G22270
m01oak18242cC	AT4G15920
m01oak18257Ct	AT1G18390
m01oak18260CC	AT5G56510
m01oak18261Cc	AT5G14080
m01oak18263CC	AT5G16180
m01oak18272Jt	AT5G35930
m01oak18274cF	AT4G01130
m01oak18294CC	AT3G53090
m01oak18298cF	AT2G37240
m01oak18300cC	AT2G30580
m01oak18304Ct	AT2G44020
m01oak18321CF	AT1G74310
m01oak18326Ct	AT5G52630
m01oak18336CC	AT3G11690
m01oak18338ci	AT5G27660
m01oak18347CC	AT3G61460
m01oak18348cF	AT2G28880
m01oak18350cC	AT4G17370
m01oak18358CC	AT1G47980
m01oak18364cC	AT3G45880
m01oak18366CC	AT4G32560
m01oak18392CC	AT5G60150
m01oak18400cC	AT5G43140
m01oak18415cC	AT1G04945
m01oak18423CT	AT1G75260
m01oak18424CC	AT1G34770
m01oak18433ct	AT3G11900
m01oak18436CC	AT1G07220
m01oak18442Ci	AT5G01510
m01oak18452cC	AT2G02220
m01oak18456cC	AT2G45550
m01oak18461CC	AT5G66980
m01oak18467cC	AT3G47420
m01oak18475cC	AT5G67290
m01oak18477cF	AT5G17910
m01oak18480cC	AT2G05160
m01oak18482cc	AT5G03730
m01oak18493CC	AT3G06950
m01oak18505CC	AT4G33890
m01oak18507Ct	AT5G18390
m01oak18516CC	AT1G09812
m01oak18517CC	AT1G11050
m01oak18522CC	AT5G19740
m01oak18526Ct	AT3G59470
m01oak18534CC	AT1G70520
m01oak18539cC	AT2G47680
m01oak18551jC	AT3G16785
m01oak18569CC	AT5G24910
m01oak18590cC	AT1G02145
m01oak18595cC	AT2G17525
m01oak18597cC	AT2G16250
m01oak18598ci	AT3G09580
m01oak18600Cf	AT4G17610
m01oak18602cF	AT5G10910
m01oak18603cI	AT3G56640
m01oak18604CT	AT4G21220
m01oak18610Cf	AT5G66180
m01oak18613cC	AT1G55040
m01oak18614cC	AT1G72270
m01oak18622CF	AT4G32820
m01oak18623cC	AT5G11540
m01oak18624cC	AT1G19260
m01oak18630CC	AT2G23460
m01oak18660CC	AT5G63480
m01oak18666cf	AT1G07150
m01oak18668cF	AT5G10190
m01oak18677ct	AT1G17860
m01oak18678CC	AT2G37678
m01oak18679Ci	AT5G45380
m01oak18696cC	AT5G21140
m01oak18712cC	AT1G70550
m01oak18719CC	AT3G09060
m01oak18725cC	AT5G17850
m01oak18728cC	AT4G24790
m01oak18733cC	AT1G70170
m01oak18734cC	AT1G77122
m01oak18739cF	AT1G02810
m01oak18749CC	AT4G33910
m01oak18766Cc	AT4G18010
m01oak18767CC	AT1G16060
m01oak18769cf	AT1G71870
m01oak18770cC	AT2G29970
m01oak18774cC	AT5G12430
m01oak18776cC	AT4G13990
m01oak18778JT	AT5G08110
m01oak18789CC	AT1G14205
m01oak18807CC	AT3G16990
m01oak18815cf	AT1G13530
m01oak18816Ci	AT5G22820
m01oak18824cf	AT1G80160
m01oak18833CC	AT4G36970
m01oak18844cC	AT1G31170
m01oak18845cf	AT5G12920
m01oak18850cC	AT4G29890
m01oak18858cC	AT5G43530
m01oak18865cC	AT3G12350
m01oak18868cf	AT1G17870
m01oak18878cC	AT1G28560
m01oak18881cF	AT5G50915
m01oak18882CC	AT2G18760
m01oak18885CC	AT1G72790
m01oak18895CC	AT5G07040
m01oak18905CC	AT1G54070
m01oak18908Ci	AT4G00990
m01oak18914CC	AT3G47780
m01oak18915cC	AT2G30140
m01oak18918cf	AT1G63855
m01oak18920jC	AT1G35530
m01oak18923CC	AT5G45780
m01oak18924ci	AT1G19290
m01oak18926cM	AT4G01570
m01oak18954CC	AT5G24010
m01oak18960cC	AT1G49390
m01oak18973jC	AT3G29230
m01oak18976cC	AT5G04760
m01oak18985cC	AT2G31290
m01oak18986cC	AT4G29420
m01oak18990Cf	AT4G10620
m01oak18995cC	AT2G36026
m01oak19002CC	AT1G64960
m01oak19018Jt	AT1G13570
m01oak19019cC	AT2G02820
m01oak19025cC	AT1G54840
m01oak19030cc	AT4G12560
m01oak19034CF	AT5G11590
m01oak19037Cc	AT3G02875
m01oak19040cC	AT2G37770
m01oak19045cF	AT3G18730
m01oak19049CC	AT5G20540
m01oak19055CC	AT1G21740
m01oak19058CC	AT2G28150
m01oak19068cf	AT1G69330
m01oak19072CC	AT5G06570
m01oak19077CC	AT4G31140
m01oak19080cF	AT3G06880
m01oak19084jC	AT4G08180
m01oak19091CF	AT3G19210
m01oak19104cC	AT1G31440
m01oak19107Ct	AT3G52440
m01oak19116CC	AT2G33775
m01oak19127Cf	AT1G55540
m01oak19128CC	AT5G42960
m01oak19140cC	AT3G04070
m01oak19148cC	AT1G44750
m01oak19150cC	AT1G09610
m01oak19155jC	AT4G17430
m01oak19168cC	AT1G53000
m01oak19179CC	AT3G53950
m01oak19181cF	AT5G61430
m01oak19191cM	AT3G09080
m01oak19199cC	AT5G60335
m01oak19200CC	AT4G31940
m01oak19210CF	AT4G28560
m01oak19224cC	AT4G35530
m01oak19229cC	AT1G10240
m01oak19234JC	AT3G01680
m01oak19240cF	AT3G44730
m01oak19243cC	AT1G77360
m01oak19246CC	AT3G12955
m01oak19257cC	AT5G23190
m01oak19261ci	AT2G04620
m01oak19263Cc	AT4G02050
m01oak19267cf	AT1G18200
m01oak19290CM	AT2G41510
m01oak19290CM	AT5G04000
m01oak19291CC	AT3G11950
m01oak19293cC	AT1G30290
m01oak19302CC	AT3G48880
m01oak19305Ct	AT2G46630
m01oak19314Cc	AT3G08800
m01oak19325jM	AT5G13830
m01oak19329cC	AT5G09790
m01oak19332cC	AT5G03770
m01oak19336cC	AT1G18680
m01oak19338Cc	AT1G55830
m01oak19339cC	AT5G60230
m01oak19362cc	AT4G18975
m01oak19364cC	AT1G61740
m01oak19374CT	AT5G12100
m01oak19377CC	AT5G57685
m01oak19378cC	AT4G34280
m01oak19387JC	AT5G45160
m01oak19400cC	AT5G07620
m01oak19426cC	AT2G21090
m01oak19450CC	AT1G30360
m01oak19454cC	AT2G24580
m01oak19456cI	AT5G06310
m01oak19459CT	AT1G79890
m01oak19465CC	AT1G50590
m01oak19477cT	AT2G41810
m01oak19478cT	AT2G44050
m01oak19481Cf	AT1G11000
m01oak19486cF	AT2G33170
m01oak19493cC	AT1G63310
m01oak19498jC	AT5G10250
m01oak19499CT	AT3G18870
m01oak19500CC	AT3G13790
m01oak19503CC	AT5G13970
m01oak19506cC	AT3G26630
m01oak19511cc	AT3G15040
m01oak19517JM	AT5G27460
m01oak19519Cz	AT2G39500
m01oak19521Cf	AT2G18850
m01oak19530cC	AT3G21420
m01oak19541CT	AT1G09195
m01oak19542cC	AT1G73320
m01oak19575cC	AT3G20570
m01oak19579cF	AT5G14450
m01oak19596CC	AT1G67050
m01oak19598cC	AT4G36710
m01oak19607cF	AT3G15530
m01oak19621CC	AT5G64970
m01oak19622CF	AT5G27690
m01oak19624cC	AT3G62270
m01oak19655jc	AT5G42340
m01oak19656Cc	AT5G47800
m01oak19665CC	AT4G25000
m01oak19668Cm	ATCG00540
m01oak19668Cm	ATCG00500
m01oak19668Cm	ATCG00490
m01oak19668Cm	ATCG00480
m01oak19670JC	AT5G40820
m01oak19673cf	AT3G55630
m01oak19674cC	AT1G52190
m01oak19684Ci	AT4G30870
m01oak19687cT	AT3G08840
m01oak19688Cf	AT3G13050
m01oak19698Ct	AT1G33811
m01oak19705cC	AT1G71460
m01oak19736JT	AT1G27880
m01oak19740cC	AT5G06790
m01oak19744cC	AT1G65520
m01oak19750cT	AT1G19025
m01oak19754cC	AT4G21200
m01oak19760CC	AT5G03680
m01oak19792jF	AT1G61100
m01oak19795CC	AT5G03960
m01oak19803cC	AT3G57030
m01oak19835CC	AT1G53035
m01oak19852CC	AT4G25410
m01oak19855CC	AT5G05220
m01oak19858CT	AT3G19000
m01oak19866ct	AT2G41370
m01oak19872CC	AT1G21510
m01oak19878cC	AT1G64890
m01oak19888cC	AT3G48770
m01oak19891cC	AT1G77290
m01oak19897cC	AT1G47240
m01oak19939cC	AT4G22730
m01oak19944CT	AT4G14660
m01oak19950cF	AT2G32800
m01oak19970cC	AT2G43820
m01oak19972CC	AT2G31160
m01oak20000cC	AT1G26470
m01oak20002CT	AT5G04020
m01oak20024jC	AT2G46780
m01oak20025Cf	AT5G14770
m01oak20028CC	AT5G46220
m01oak20031jC	AT4G19380
m01oak20043CC	AT2G35140
m01oak20045Cc	AT3G13880
m01oak20059cF	AT2G14050
m01oak20065cF	AT3G28850
m01oak20070cf	AT1G46480
m01oak20082cf	AT1G56010
m01oak20086CF	AT1G50110
m01oak20097CF	AT1G79490
m01oak20101cf	AT5G58610
m01oak20103jC	AT5G53920
m01oak20104CF	AT2G43500
m01oak20105cf	AT1G80510
m01oak20118ci	AT5G19670
m01oak20123cC	AT1G73010
m01oak20145jC	AT1G15080
m01oak20156cC	AT5G64950
m01oak20179cF	AT4G12640
m01oak20181CC	AT5G48730
m01oak20193CC	AT3G61750
m01oak20208ci	AT1G79540
m01oak20213CC	AT1G29195
m01oak20220cC	AT5G10520
m01oak20221CC	AT3G53440
m01oak20236CF	AT1G27660
m01oak20237CC	AT1G03180
m01oak20239CC	AT2G21540
m01oak20252cC	AT1G52520
m01oak20261CC	AT1G47480
